393.png	woman detective: medium skin tone	🕵🏽‍♀️️	\U0001F575\U0001F3FD\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F575 U+1F3FD U+200D U+2640 U+FE0F	woman detective: medium skin tone
394.png	woman detective: medium-dark skin tone	🕵🏾‍♀️️	\U0001F575\U0001F3FE\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F575 U+1F3FE U+200D U+2640 U+FE0F	woman detective: medium-dark skin tone
395.png	woman detective: dark skin tone	🕵🏿‍♀️️	\U0001F575\U0001F3FF\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F575 U+1F3FF U+200D U+2640 U+FE0F	woman detective: dark skin tone
396.png	guard	💂️	\U0001F482\U0000FE0F	U+1F482	guard
397.png	guard: light skin tone	💂🏻️	\U0001F482\U0001F3FB\U0000FE0F	U+1F482 U+1F3FB	guard: light skin tone
398.png	guard: medium-light skin tone	💂🏼️	\U0001F482\U0001F3FC\U0000FE0F	U+1F482 U+1F3FC	guard: medium-light skin tone
399.png	guard: medium skin tone	💂🏽️	\U0001F482\U0001F3FD\U0000FE0F	U+1F482 U+1F3FD	guard: medium skin tone
400.png	guard: medium-dark skin tone	💂🏾️	\U0001F482\U0001F3FE\U0000FE0F	U+1F482 U+1F3FE	guard: medium-dark skin tone
401.png	guard: dark skin tone	💂🏿️	\U0001F482\U0001F3FF\U0000FE0F	U+1F482 U+1F3FF	guard: dark skin tone
402.png	man guard	💂‍♂️️	\U0001F482\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F482 U+200D U+2642 U+FE0F	man guard
403.png	man guard: light skin tone	💂🏻‍♂️️	\U0001F482\U0001F3FB\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F482 U+1F3FB U+200D U+2642 U+FE0F	man guard: light skin tone
404.png	man guard: medium-light skin tone	💂🏼‍♂️️	\U0001F482\U0001F3FC\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F482 U+1F3FC U+200D U+2642 U+FE0F	man guard: medium-light skin tone
405.png	man guard: medium skin tone	💂🏽‍♂️️	\U0001F482\U0001F3FD\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F482 U+1F3FD U+200D U+2642 U+FE0F	man guard: medium skin tone
406.png	man guard: medium-dark skin tone	💂🏾‍♂️️	\U0001F482\U0001F3FE\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F482 U+1F3FE U+200D U+2642 U+FE0F	man guard: medium-dark skin tone
407.png	man guard: dark skin tone	💂🏿‍♂️️	\U0001F482\U0001F3FF\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F482 U+1F3FF U+200D U+2642 U+FE0F	man guard: dark skin tone
408.png	woman guard	💂‍♀️️	\U0001F482\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F482 U+200D U+2640 U+FE0F	woman guard
409.png	woman guard: light skin tone	💂🏻‍♀️️	\U0001F482\U0001F3FB\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F482 U+1F3FB U+200D U+2640 U+FE0F	woman guard: light skin tone
410.png	woman guard: medium-light skin tone	💂🏼‍♀️️	\U0001F482\U0001F3FC\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F482 U+1F3FC U+200D U+2640 U+FE0F	woman guard: medium-light skin tone
411.png	woman guard: medium skin tone	💂🏽‍♀️️	\U0001F482\U0001F3FD\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F482 U+1F3FD U+200D U+2640 U+FE0F	woman guard: medium skin tone
412.png	woman guard: medium-dark skin tone	💂🏾‍♀️️	\U0001F482\U0001F3FE\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F482 U+1F3FE U+200D U+2640 U+FE0F	woman guard: medium-dark skin tone
413.png	woman guard: dark skin tone	💂🏿‍♀️️	\U0001F482\U0001F3FF\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F482 U+1F3FF U+200D U+2640 U+FE0F	woman guard: dark skin tone
414.png	construction worker	👷️	\U0001F477\U0000FE0F	U+1F477	construction worker
415.png	construction worker: light skin tone	👷🏻️	\U0001F477\U0001F3FB\U0000FE0F	U+1F477 U+1F3FB	construction worker: light skin tone
416.png	construction worker: medium-light skin tone	👷🏼️	\U0001F477\U0001F3FC\U0000FE0F	U+1F477 U+1F3FC	construction worker: medium-light skin tone
417.png	construction worker: medium skin tone	👷🏽️	\U0001F477\U0001F3FD\U0000FE0F	U+1F477 U+1F3FD	construction worker: medium skin tone
418.png	construction worker: medium-dark skin tone	👷🏾️	\U0001F477\U0001F3FE\U0000FE0F	U+1F477 U+1F3FE	construction worker: medium-dark skin tone
419.png	construction worker: dark skin tone	👷🏿️	\U0001F477\U0001F3FF\U0000FE0F	U+1F477 U+1F3FF	construction worker: dark skin tone
420.png	man construction worker	👷‍♂️️	\U0001F477\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F477 U+200D U+2642 U+FE0F	man construction worker
421.png	man construction worker: light skin tone	👷🏻‍♂️️	\U0001F477\U0001F3FB\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F477 U+1F3FB U+200D U+2642 U+FE0F	man construction worker: light skin tone
422.png	man construction worker: medium-light skin tone	👷🏼‍♂️️	\U0001F477\U0001F3FC\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F477 U+1F3FC U+200D U+2642 U+FE0F	man construction worker: medium-light skin tone
423.png	man construction worker: medium skin tone	👷🏽‍♂️️	\U0001F477\U0001F3FD\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F477 U+1F3FD U+200D U+2642 U+FE0F	man construction worker: medium skin tone
424.png	man construction worker: medium-dark skin tone	👷🏾‍♂️️	\U0001F477\U0001F3FE\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F477 U+1F3FE U+200D U+2642 U+FE0F	man construction worker: medium-dark skin tone
425.png	man construction worker: dark skin tone	👷🏿‍♂️️	\U0001F477\U0001F3FF\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F477 U+1F3FF U+200D U+2642 U+FE0F	man construction worker: dark skin tone
426.png	woman construction worker	👷‍♀️️	\U0001F477\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F477 U+200D U+2640 U+FE0F	woman construction worker
427.png	woman construction worker: light skin tone	👷🏻‍♀️️	\U0001F477\U0001F3FB\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F477 U+1F3FB U+200D U+2640 U+FE0F	woman construction worker: light skin tone
428.png	woman construction worker: medium-light skin tone	👷🏼‍♀️️	\U0001F477\U0001F3FC\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F477 U+1F3FC U+200D U+2640 U+FE0F	woman construction worker: medium-light skin tone
429.png	woman construction worker: medium skin tone	👷🏽‍♀️️	\U0001F477\U0001F3FD\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F477 U+1F3FD U+200D U+2640 U+FE0F	woman construction worker: medium skin tone
430.png	woman construction worker: medium-dark skin tone	👷🏾‍♀️️	\U0001F477\U0001F3FE\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F477 U+1F3FE U+200D U+2640 U+FE0F	woman construction worker: medium-dark skin tone
431.png	woman construction worker: dark skin tone	👷🏿‍♀️️	\U0001F477\U0001F3FF\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F477 U+1F3FF U+200D U+2640 U+FE0F	woman construction worker: dark skin tone
432.png	prince	🤴️	\U0001F934\U0000FE0F	U+1F934	prince
433.png	prince: light skin tone	🤴🏻️	\U0001F934\U0001F3FB\U0000FE0F	U+1F934 U+1F3FB	prince: light skin tone
434.png	prince: medium-light skin tone	🤴🏼️	\U0001F934\U0001F3FC\U0000FE0F	U+1F934 U+1F3FC	prince: medium-light skin tone
435.png	prince: medium skin tone	🤴🏽️	\U0001F934\U0001F3FD\U0000FE0F	U+1F934 U+1F3FD	prince: medium skin tone
436.png	prince: medium-dark skin tone	🤴🏾️	\U0001F934\U0001F3FE\U0000FE0F	U+1F934 U+1F3FE	prince: medium-dark skin tone
437.png	prince: dark skin tone	🤴🏿️	\U0001F934\U0001F3FF\U0000FE0F	U+1F934 U+1F3FF	prince: dark skin tone
438.png	princess	👸️	\U0001F478\U0000FE0F	U+1F478	princess
439.png	princess: light skin tone	👸🏻️	\U0001F478\U0001F3FB\U0000FE0F	U+1F478 U+1F3FB	princess: light skin tone
440.png	princess: medium-light skin tone	👸🏼️	\U0001F478\U0001F3FC\U0000FE0F	U+1F478 U+1F3FC	princess: medium-light skin tone
441.png	princess: medium skin tone	👸🏽️	\U0001F478\U0001F3FD\U0000FE0F	U+1F478 U+1F3FD	princess: medium skin tone
442.png	princess: medium-dark skin tone	👸🏾️	\U0001F478\U0001F3FE\U0000FE0F	U+1F478 U+1F3FE	princess: medium-dark skin tone
443.png	princess: dark skin tone	👸🏿️	\U0001F478\U0001F3FF\U0000FE0F	U+1F478 U+1F3FF	princess: dark skin tone
444.png	person wearing turban	👳️	\U0001F473\U0000FE0F	U+1F473	person wearing turban
445.png	person wearing turban: light skin tone	👳🏻️	\U0001F473\U0001F3FB\U0000FE0F	U+1F473 U+1F3FB	person wearing turban: light skin tone
446.png	person wearing turban: medium-light skin tone	👳🏼️	\U0001F473\U0001F3FC\U0000FE0F	U+1F473 U+1F3FC	person wearing turban: medium-light skin tone
447.png	person wearing turban: medium skin tone	👳🏽️	\U0001F473\U0001F3FD\U0000FE0F	U+1F473 U+1F3FD	person wearing turban: medium skin tone
448.png	person wearing turban: medium-dark skin tone	👳🏾️	\U0001F473\U0001F3FE\U0000FE0F	U+1F473 U+1F3FE	person wearing turban: medium-dark skin tone
449.png	person wearing turban: dark skin tone	👳🏿️	\U0001F473\U0001F3FF\U0000FE0F	U+1F473 U+1F3FF	person wearing turban: dark skin tone
450.png	man wearing turban	👳‍♂️️	\U0001F473\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F473 U+200D U+2642 U+FE0F	man wearing turban
451.png	man wearing turban: light skin tone	👳🏻‍♂️️	\U0001F473\U0001F3FB\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F473 U+1F3FB U+200D U+2642 U+FE0F	man wearing turban: light skin tone
452.png	man wearing turban: medium-light skin tone	👳🏼‍♂️️	\U0001F473\U0001F3FC\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F473 U+1F3FC U+200D U+2642 U+FE0F	man wearing turban: medium-light skin tone
453.png	man wearing turban: medium skin tone	👳🏽‍♂️️	\U0001F473\U0001F3FD\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F473 U+1F3FD U+200D U+2642 U+FE0F	man wearing turban: medium skin tone
454.png	man wearing turban: medium-dark skin tone	👳🏾‍♂️️	\U0001F473\U0001F3FE\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F473 U+1F3FE U+200D U+2642 U+FE0F	man wearing turban: medium-dark skin tone
455.png	man wearing turban: dark skin tone	👳🏿‍♂️️	\U0001F473\U0001F3FF\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F473 U+1F3FF U+200D U+2642 U+FE0F	man wearing turban: dark skin tone
456.png	woman wearing turban	👳‍♀️️	\U0001F473\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F473 U+200D U+2640 U+FE0F	woman wearing turban
457.png	woman wearing turban: light skin tone	👳🏻‍♀️️	\U0001F473\U0001F3FB\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F473 U+1F3FB U+200D U+2640 U+FE0F	woman wearing turban: light skin tone
458.png	woman wearing turban: medium-light skin tone	👳🏼‍♀️️	\U0001F473\U0001F3FC\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F473 U+1F3FC U+200D U+2640 U+FE0F	woman wearing turban: medium-light skin tone
459.png	woman wearing turban: medium skin tone	👳🏽‍♀️️	\U0001F473\U0001F3FD\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F473 U+1F3FD U+200D U+2640 U+FE0F	woman wearing turban: medium skin tone
460.png	woman wearing turban: medium-dark skin tone	👳🏾‍♀️️	\U0001F473\U0001F3FE\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F473 U+1F3FE U+200D U+2640 U+FE0F	woman wearing turban: medium-dark skin tone
461.png	woman wearing turban: dark skin tone	👳🏿‍♀️️	\U0001F473\U0001F3FF\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F473 U+1F3FF U+200D U+2640 U+FE0F	woman wearing turban: dark skin tone
462.png	man with Chinese cap	👲️	\U0001F472\U0000FE0F	U+1F472	man with Chinese cap
463.png	man with Chinese cap: light skin tone	👲🏻️	\U0001F472\U0001F3FB\U0000FE0F	U+1F472 U+1F3FB	man with Chinese cap: light skin tone
464.png	man with Chinese cap: medium-light skin tone	👲🏼️	\U0001F472\U0001F3FC\U0000FE0F	U+1F472 U+1F3FC	man with Chinese cap: medium-light skin tone
465.png	man with Chinese cap: medium skin tone	👲🏽️	\U0001F472\U0001F3FD\U0000FE0F	U+1F472 U+1F3FD	man with Chinese cap: medium skin tone
466.png	man with Chinese cap: medium-dark skin tone	👲🏾️	\U0001F472\U0001F3FE\U0000FE0F	U+1F472 U+1F3FE	man with Chinese cap: medium-dark skin tone
467.png	man with Chinese cap: dark skin tone	👲🏿️	\U0001F472\U0001F3FF\U0000FE0F	U+1F472 U+1F3FF	man with Chinese cap: dark skin tone
468.png	woman with headscarf	🧕️	\U0001F9D5\U0000FE0F	U+1F9D5	woman with headscarf
469.png	woman with headscarf: light skin tone	🧕🏻️	\U0001F9D5\U0001F3FB\U0000FE0F	U+1F9D5 U+1F3FB	woman with headscarf: light skin tone
470.png	woman with headscarf: medium-light skin tone	🧕🏼️	\U0001F9D5\U0001F3FC\U0000FE0F	U+1F9D5 U+1F3FC	woman with headscarf: medium-light skin tone
471.png	woman with headscarf: medium skin tone	🧕🏽️	\U0001F9D5\U0001F3FD\U0000FE0F	U+1F9D5 U+1F3FD	woman with headscarf: medium skin tone
472.png	woman with headscarf: medium-dark skin tone	🧕🏾️	\U0001F9D5\U0001F3FE\U0000FE0F	U+1F9D5 U+1F3FE	woman with headscarf: medium-dark skin tone
473.png	woman with headscarf: dark skin tone	🧕🏿️	\U0001F9D5\U0001F3FF\U0000FE0F	U+1F9D5 U+1F3FF	woman with headscarf: dark skin tone
474.png	bearded person	🧔️	\U0001F9D4\U0000FE0F	U+1F9D4	bearded person
475.png	bearded person: light skin tone	🧔🏻️	\U0001F9D4\U0001F3FB\U0000FE0F	U+1F9D4 U+1F3FB	bearded person: light skin tone
476.png	bearded person: medium-light skin tone	🧔🏼️	\U0001F9D4\U0001F3FC\U0000FE0F	U+1F9D4 U+1F3FC	bearded person: medium-light skin tone
477.png	bearded person: medium skin tone	🧔🏽️	\U0001F9D4\U0001F3FD\U0000FE0F	U+1F9D4 U+1F3FD	bearded person: medium skin tone
478.png	bearded person: medium-dark skin tone	🧔🏾️	\U0001F9D4\U0001F3FE\U0000FE0F	U+1F9D4 U+1F3FE	bearded person: medium-dark skin tone
479.png	bearded person: dark skin tone	🧔🏿️	\U0001F9D4\U0001F3FF\U0000FE0F	U+1F9D4 U+1F3FF	bearded person: dark skin tone
480.png	blond-haired person	👱️	\U0001F471\U0000FE0F	U+1F471	blond-haired person
481.png	blond-haired person: light skin tone	👱🏻️	\U0001F471\U0001F3FB\U0000FE0F	U+1F471 U+1F3FB	blond-haired person: light skin tone
482.png	blond-haired person: medium-light skin tone	👱🏼️	\U0001F471\U0001F3FC\U0000FE0F	U+1F471 U+1F3FC	blond-haired person: medium-light skin tone
483.png	blond-haired person: medium skin tone	👱🏽️	\U0001F471\U0001F3FD\U0000FE0F	U+1F471 U+1F3FD	blond-haired person: medium skin tone
484.png	blond-haired person: medium-dark skin tone	👱🏾️	\U0001F471\U0001F3FE\U0000FE0F	U+1F471 U+1F3FE	blond-haired person: medium-dark skin tone
485.png	blond-haired person: dark skin tone	👱🏿️	\U0001F471\U0001F3FF\U0000FE0F	U+1F471 U+1F3FF	blond-haired person: dark skin tone
486.png	blond-haired man	👱‍♂️️	\U0001F471\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F471 U+200D U+2642 U+FE0F	blond-haired man
487.png	blond-haired man: light skin tone	👱🏻‍♂️️	\U0001F471\U0001F3FB\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F471 U+1F3FB U+200D U+2642 U+FE0F	blond-haired man: light skin tone
488.png	blond-haired man: medium-light skin tone	👱🏼‍♂️️	\U0001F471\U0001F3FC\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F471 U+1F3FC U+200D U+2642 U+FE0F	blond-haired man: medium-light skin tone
489.png	blond-haired man: medium skin tone	👱🏽‍♂️️	\U0001F471\U0001F3FD\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F471 U+1F3FD U+200D U+2642 U+FE0F	blond-haired man: medium skin tone
490.png	blond-haired man: medium-dark skin tone	👱🏾‍♂️️	\U0001F471\U0001F3FE\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F471 U+1F3FE U+200D U+2642 U+FE0F	blond-haired man: medium-dark skin tone
491.png	blond-haired man: dark skin tone	👱🏿‍♂️️	\U0001F471\U0001F3FF\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F471 U+1F3FF U+200D U+2642 U+FE0F	blond-haired man: dark skin tone
492.png	blond-haired woman	👱‍♀️️	\U0001F471\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F471 U+200D U+2640 U+FE0F	blond-haired woman
493.png	blond-haired woman: light skin tone	👱🏻‍♀️️	\U0001F471\U0001F3FB\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F471 U+1F3FB U+200D U+2640 U+FE0F	blond-haired woman: light skin tone
494.png	blond-haired woman: medium-light skin tone	👱🏼‍♀️️	\U0001F471\U0001F3FC\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F471 U+1F3FC U+200D U+2640 U+FE0F	blond-haired woman: medium-light skin tone
495.png	blond-haired woman: medium skin tone	👱🏽‍♀️️	\U0001F471\U0001F3FD\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F471 U+1F3FD U+200D U+2640 U+FE0F	blond-haired woman: medium skin tone
496.png	blond-haired woman: medium-dark skin tone	👱🏾‍♀️️	\U0001F471\U0001F3FE\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F471 U+1F3FE U+200D U+2640 U+FE0F	blond-haired woman: medium-dark skin tone
497.png	blond-haired woman: dark skin tone	👱🏿‍♀️️	\U0001F471\U0001F3FF\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F471 U+1F3FF U+200D U+2640 U+FE0F	blond-haired woman: dark skin tone
498.png	man in tuxedo	🤵️	\U0001F935\U0000FE0F	U+1F935	man in tuxedo
499.png	man in tuxedo: light skin tone	🤵🏻️	\U0001F935\U0001F3FB\U0000FE0F	U+1F935 U+1F3FB	man in tuxedo: light skin tone
500.png	man in tuxedo: medium-light skin tone	🤵🏼️	\U0001F935\U0001F3FC\U0000FE0F	U+1F935 U+1F3FC	man in tuxedo: medium-light skin tone
501.png	man in tuxedo: medium skin tone	🤵🏽️	\U0001F935\U0001F3FD\U0000FE0F	U+1F935 U+1F3FD	man in tuxedo: medium skin tone
502.png	man in tuxedo: medium-dark skin tone	🤵🏾️	\U0001F935\U0001F3FE\U0000FE0F	U+1F935 U+1F3FE	man in tuxedo: medium-dark skin tone
503.png	man in tuxedo: dark skin tone	🤵🏿️	\U0001F935\U0001F3FF\U0000FE0F	U+1F935 U+1F3FF	man in tuxedo: dark skin tone
504.png	bride with veil	👰️	\U0001F470\U0000FE0F	U+1F470	bride with veil
505.png	bride with veil: light skin tone	👰🏻️	\U0001F470\U0001F3FB\U0000FE0F	U+1F470 U+1F3FB	bride with veil: light skin tone
506.png	bride with veil: medium-light skin tone	👰🏼️	\U0001F470\U0001F3FC\U0000FE0F	U+1F470 U+1F3FC	bride with veil: medium-light skin tone
507.png	bride with veil: medium skin tone	👰🏽️	\U0001F470\U0001F3FD\U0000FE0F	U+1F470 U+1F3FD	bride with veil: medium skin tone
508.png	bride with veil: medium-dark skin tone	👰🏾️	\U0001F470\U0001F3FE\U0000FE0F	U+1F470 U+1F3FE	bride with veil: medium-dark skin tone
509.png	bride with veil: dark skin tone	👰🏿️	\U0001F470\U0001F3FF\U0000FE0F	U+1F470 U+1F3FF	bride with veil: dark skin tone
510.png	pregnant woman	🤰️	\U0001F930\U0000FE0F	U+1F930	pregnant woman
511.png	pregnant woman: light skin tone	🤰🏻️	\U0001F930\U0001F3FB\U0000FE0F	U+1F930 U+1F3FB	pregnant woman: light skin tone
512.png	pregnant woman: medium-light skin tone	🤰🏼️	\U0001F930\U0001F3FC\U0000FE0F	U+1F930 U+1F3FC	pregnant woman: medium-light skin tone
513.png	pregnant woman: medium skin tone	🤰🏽️	\U0001F930\U0001F3FD\U0000FE0F	U+1F930 U+1F3FD	pregnant woman: medium skin tone
514.png	pregnant woman: medium-dark skin tone	🤰🏾️	\U0001F930\U0001F3FE\U0000FE0F	U+1F930 U+1F3FE	pregnant woman: medium-dark skin tone
515.png	pregnant woman: dark skin tone	🤰🏿️	\U0001F930\U0001F3FF\U0000FE0F	U+1F930 U+1F3FF	pregnant woman: dark skin tone
516.png	breast-feeding	🤱️	\U0001F931\U0000FE0F	U+1F931	breast-feeding
517.png	breast-feeding: light skin tone	🤱🏻️	\U0001F931\U0001F3FB\U0000FE0F	U+1F931 U+1F3FB	breast-feeding: light skin tone
518.png	breast-feeding: medium-light skin tone	🤱🏼️	\U0001F931\U0001F3FC\U0000FE0F	U+1F931 U+1F3FC	breast-feeding: medium-light skin tone
519.png	breast-feeding: medium skin tone	🤱🏽️	\U0001F931\U0001F3FD\U0000FE0F	U+1F931 U+1F3FD	breast-feeding: medium skin tone
520.png	breast-feeding: medium-dark skin tone	🤱🏾️	\U0001F931\U0001F3FE\U0000FE0F	U+1F931 U+1F3FE	breast-feeding: medium-dark skin tone
521.png	breast-feeding: dark skin tone	🤱🏿️	\U0001F931\U0001F3FF\U0000FE0F	U+1F931 U+1F3FF	breast-feeding: dark skin tone
522.png	baby angel	👼️	\U0001F47C\U0000FE0F	U+1F47C	baby angel
523.png	baby angel: light skin tone	👼🏻️	\U0001F47C\U0001F3FB\U0000FE0F	U+1F47C U+1F3FB	baby angel: light skin tone
524.png	baby angel: medium-light skin tone	👼🏼️	\U0001F47C\U0001F3FC\U0000FE0F	U+1F47C U+1F3FC	baby angel: medium-light skin tone
525.png	baby angel: medium skin tone	👼🏽️	\U0001F47C\U0001F3FD\U0000FE0F	U+1F47C U+1F3FD	baby angel: medium skin tone
526.png	baby angel: medium-dark skin tone	👼🏾️	\U0001F47C\U0001F3FE\U0000FE0F	U+1F47C U+1F3FE	baby angel: medium-dark skin tone
527.png	baby angel: dark skin tone	👼🏿️	\U0001F47C\U0001F3FF\U0000FE0F	U+1F47C U+1F3FF	baby angel: dark skin tone
528.png	Santa Claus	🎅️	\U0001F385\U0000FE0F	U+1F385	Santa Claus
529.png	Santa Claus: light skin tone	🎅🏻️	\U0001F385\U0001F3FB\U0000FE0F	U+1F385 U+1F3FB	Santa Claus: light skin tone
530.png	Santa Claus: medium-light skin tone	🎅🏼️	\U0001F385\U0001F3FC\U0000FE0F	U+1F385 U+1F3FC	Santa Claus: medium-light skin tone
531.png	Santa Claus: medium skin tone	🎅🏽️	\U0001F385\U0001F3FD\U0000FE0F	U+1F385 U+1F3FD	Santa Claus: medium skin tone
532.png	Santa Claus: medium-dark skin tone	🎅🏾️	\U0001F385\U0001F3FE\U0000FE0F	U+1F385 U+1F3FE	Santa Claus: medium-dark skin tone
533.png	Santa Claus: dark skin tone	🎅🏿️	\U0001F385\U0001F3FF\U0000FE0F	U+1F385 U+1F3FF	Santa Claus: dark skin tone
534.png	Mrs. Claus	🤶️	\U0001F936\U0000FE0F	U+1F936	Mrs. Claus
535.png	Mrs. Claus: light skin tone	🤶🏻️	\U0001F936\U0001F3FB\U0000FE0F	U+1F936 U+1F3FB	Mrs. Claus: light skin tone
536.png	Mrs. Claus: medium-light skin tone	🤶🏼️	\U0001F936\U0001F3FC\U0000FE0F	U+1F936 U+1F3FC	Mrs. Claus: medium-light skin tone
537.png	Mrs. Claus: medium skin tone	🤶🏽️	\U0001F936\U0001F3FD\U0000FE0F	U+1F936 U+1F3FD	Mrs. Claus: medium skin tone
538.png	Mrs. Claus: medium-dark skin tone	🤶🏾️	\U0001F936\U0001F3FE\U0000FE0F	U+1F936 U+1F3FE	Mrs. Claus: medium-dark skin tone
539.png	Mrs. Claus: dark skin tone	🤶🏿️	\U0001F936\U0001F3FF\U0000FE0F	U+1F936 U+1F3FF	Mrs. Claus: dark skin tone
540.png	mage	🧙️	\U0001F9D9\U0000FE0F	U+1F9D9	mage
541.png	mage: light skin tone	🧙🏻️	\U0001F9D9\U0001F3FB\U0000FE0F	U+1F9D9 U+1F3FB	mage: light skin tone
542.png	mage: medium-light skin tone	🧙🏼️	\U0001F9D9\U0001F3FC\U0000FE0F	U+1F9D9 U+1F3FC	mage: medium-light skin tone
543.png	mage: medium skin tone	🧙🏽️	\U0001F9D9\U0001F3FD\U0000FE0F	U+1F9D9 U+1F3FD	mage: medium skin tone
544.png	mage: medium-dark skin tone	🧙🏾️	\U0001F9D9\U0001F3FE\U0000FE0F	U+1F9D9 U+1F3FE	mage: medium-dark skin tone
545.png	mage: dark skin tone	🧙🏿️	\U0001F9D9\U0001F3FF\U0000FE0F	U+1F9D9 U+1F3FF	mage: dark skin tone
546.png	woman mage	🧙‍♀️️	\U0001F9D9\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F9D9 U+200D U+2640 U+FE0F	woman mage
547.png	woman mage: light skin tone	🧙🏻‍♀️️	\U0001F9D9\U0001F3FB\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F9D9 U+1F3FB U+200D U+2640 U+FE0F	woman mage: light skin tone
548.png	woman mage: medium-light skin tone	🧙🏼‍♀️️	\U0001F9D9\U0001F3FC\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F9D9 U+1F3FC U+200D U+2640 U+FE0F	woman mage: medium-light skin tone
549.png	woman mage: medium skin tone	🧙🏽‍♀️️	\U0001F9D9\U0001F3FD\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F9D9 U+1F3FD U+200D U+2640 U+FE0F	woman mage: medium skin tone
550.png	woman mage: medium-dark skin tone	🧙🏾‍♀️️	\U0001F9D9\U0001F3FE\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F9D9 U+1F3FE U+200D U+2640 U+FE0F	woman mage: medium-dark skin tone
551.png	woman mage: dark skin tone	🧙🏿‍♀️️	\U0001F9D9\U0001F3FF\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F9D9 U+1F3FF U+200D U+2640 U+FE0F	woman mage: dark skin tone
552.png	man mage	🧙‍♂️️	\U0001F9D9\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F9D9 U+200D U+2642 U+FE0F	man mage
553.png	man mage: light skin tone	🧙🏻‍♂️️	\U0001F9D9\U0001F3FB\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F9D9 U+1F3FB U+200D U+2642 U+FE0F	man mage: light skin tone
554.png	man mage: medium-light skin tone	🧙🏼‍♂️️	\U0001F9D9\U0001F3FC\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F9D9 U+1F3FC U+200D U+2642 U+FE0F	man mage: medium-light skin tone
555.png	man mage: medium skin tone	🧙🏽‍♂️️	\U0001F9D9\U0001F3FD\U0000200D\U00002642\U0000FE0F\U0000FE0F	U+1F9D9 U+1F3FD U+200D U+2642 U+FE0F	man mage: medium skin tone
